id,host_id,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,availability_30,number_of_reviews,host_listing_count,20-29,30-39,40-49,50-59,60-69,70-79,80-84,85-89,90-94,95-100,price,price_log
1069266,5867023,10022,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,21,62,1,0,0,0,0,0,0,0,1,0,0,160.0,5.075173815233827
2061725,4601412,11221,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,3,4,35,4,0,0,0,0,0,0,0,0,0,1,58.0,4.060443010546419
44974,198425,10011,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,10,1,26,1,0,0,0,0,0,0,0,0,0,1,185.0,5.220355825078324
4701675,22590025,10011,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,1,30,1,1,0,0,0,0,0,0,0,0,0,1,195.0,5.272999558563747
68914,343302,11231,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,2,11,16,2,0,0,0,0,0,0,0,0,0,1,165.0,5.10594547390058
3005360,4421803,10003,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,30,14,4,0,0,0,0,0,0,0,0,0,1,150.0,5.0106352940962555
2431607,4973668,11221,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,4,0,10,4,0,0,0,0,0,0,0,0,1,0,40.0,3.6888794541139363
234327,652642,10018,Apartment,Shared room,4,1.0,1.0,4.0,Real Bed,3,30,7,25,0,0,0,0,0,0,1,0,0,0,80.0,4.382026634673881
2000287,10303472,11213,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,29,26,3,0,0,0,0,0,0,0,0,1,0,110.0,4.700480365792417
2525956,7365834,10019,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,19,30,7,3,0,0,0,0,0,0,0,1,0,0,189.0,5.241747015059643
809929,4260203,10014,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,4,8,1,0,0,0,0,0,0,0,0,0,1,200.0,5.298317366548036
753622,869880,10003,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,5,30,6,2,0,0,0,0,0,0,0,0,1,0,95.0,4.553876891600541
1781041,9348914,10040,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,30,2,1,0,0,0,0,0,0,0,0,0,1,125.0,4.8283137373023015
4060165,1860033,10033,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,7,30,6,3,0,0,0,0,0,1,0,0,0,0,35.0,3.5553480614894135
4323940,4344968,11238,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,14,1,1,0,0,0,0,0,0,1,0,0,0,165.0,5.10594547390058
1832976,724988,10038,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,0,30,2,0,0,0,0,0,0,0,0,1,0,100.0,4.605170185988092
4218098,21892444,10027,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,6,2,1,0,0,0,0,0,0,0,0,0,1,110.0,4.700480365792417
4053471,3967335,11222,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,1,4,2,0,0,0,0,0,0,0,0,0,1,65.0,4.174387269895637
2596813,13298061,10025,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,12,11,1,0,0,0,0,0,0,0,0,0,1,150.0,5.0106352940962555
312664,5926,10030,Apartment,Entire home/apt,10,1.0,3.0,5.0,Real Bed,1,3,33,10,0,0,0,0,0,0,0,1,0,0,255.0,5.541263545158426
26229,64206,10003,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,5,29,37,1,0,0,0,0,0,0,0,0,1,0,299.0,5.700443573390687
3414741,10451037,10038,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,30,1,1,0,0,0,0,0,0,0,0,0,1,365.0,5.8998973535824915
1006877,72062,10009,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,1,29,13,10,0,0,0,0,0,0,0,0,0,1,225.0,5.41610040220442
798391,3381805,10031,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,2,0,2,1,0,0,0,0,0,0,0,0,1,0,90.0,4.499809670330265
3235070,14337132,10026,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,0,3,1,0,0,0,0,0,0,0,0,0,1,125.0,4.8283137373023015
2677222,13707331,10027,Apartment,Private room,2,1.0,1.0,1.0,Futon,2,30,20,1,0,0,0,0,0,0,0,0,1,0,109.0,4.6913478822291435
2407196,5905011,10030,House,Private room,2,1.0,1.0,1.0,Real Bed,2,0,27,1,0,0,0,0,0,0,0,0,0,1,89.0,4.48863636973214
3574160,4111729,10128,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,25,4,4,0,0,0,0,0,0,0,0,0,1,250.0,5.521460917862246
783964,2347382,11101,House,Private room,2,1.0,1.0,1.0,Real Bed,2,26,33,3,0,0,0,0,0,0,0,0,1,0,66.0,4.189654742026425
2769628,3464208,10031,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,4,14,19,3,0,0,0,0,0,0,0,1,0,0,70.0,4.248495242049359
2568017,9113389,11221,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,22,10,12,0,0,0,0,0,0,1,0,0,0,35.0,3.5553480614894135
3595080,1606560,10014,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,3,30,3,1,0,0,0,0,0,0,0,0,1,0,125.0,4.8283137373023015
995373,5467851,10028,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,3,28,37,1,0,0,0,0,0,0,0,0,1,0,199.0,5.293304824724492
3593884,3371804,11206,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,3,0,2,2,0,0,0,0,0,0,0,0,0,1,140.0,4.941642422609304
1906230,6654717,11211,Apartment,Entire home/apt,5,1.5,1.0,2.0,Real Bed,7,0,3,1,0,0,0,0,0,0,0,0,0,1,275.0,5.616771097666572
857948,4431637,10025,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,2,30,1,1,0,0,0,0,0,0,0,0,1,0,150.0,5.0106352940962555
403666,101689,11215,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,6,0,1,1,0,0,0,0,0,0,0,0,1,0,139.0,4.9344739331306915
1973503,616927,10007,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,3,3,5,1,0,0,0,0,0,0,0,0,0,1,275.0,5.616771097666572
843499,350553,10027,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,3,2,3,1,0,0,0,0,0,0,1,0,0,0,60.0,4.0943445622221
111308,97476,11211,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,4,18,71,1,0,0,0,0,0,0,0,0,1,0,60.0,4.0943445622221
2056723,9215509,11205,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,30,14,5,0,0,0,0,0,0,0,0,1,0,150.0,5.0106352940962555
2842403,14538812,10030,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,27,16,1,0,0,0,0,0,0,0,0,0,1,60.0,4.0943445622221
4332961,1153352,10002,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,2,29,4,1,0,0,0,0,0,0,0,0,0,1,145.0,4.976733742420574
1846580,9646158,11215,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,30,27,1,0,0,0,0,0,0,0,1,0,0,65.0,4.174387269895637
67145,330660,10011,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,3,17,17,1,0,0,0,0,0,0,0,0,1,0,125.0,4.8283137373023015
67272,331589,11217,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,0,41,1,0,0,0,0,0,0,0,0,0,1,130.0,4.867534450455582
3344643,921046,10012,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,0,4,1,0,0,0,0,0,0,0,0,0,1,225.0,5.41610040220442
1509665,4132505,10011,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,0,17,2,0,0,0,0,0,0,0,0,0,1,219.0,5.389071729816501
2351967,12010916,10011,Apartment,Entire home/apt,3,1.0,2.0,1.0,Real Bed,2,0,6,1,0,0,0,0,0,0,0,1,0,0,209.0,5.342334251964811
511887,1264213,10002,Apartment,Entire home/apt,3,1.0,2.0,1.0,Real Bed,5,29,2,1,0,0,0,0,0,0,0,0,0,1,250.0,5.521460917862246
265626,1392974,10013,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,28,37,1,0,0,0,0,0,0,0,1,0,0,200.0,5.298317366548036
45134,199330,10025,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,3,0,36,1,0,0,0,0,0,0,0,0,0,1,149.0,5.003946305945459
752699,599076,11237,Apartment,Private room,6,1.0,1.0,2.0,Real Bed,1,28,2,5,0,0,0,0,0,0,0,1,0,0,250.0,5.521460917862246
1018769,5608267,11205,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,19,27,1,0,0,0,0,0,0,0,0,1,0,60.0,4.0943445622221
840989,2702260,10026,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,7,27,20,1,0,0,0,0,0,0,0,0,0,1,65.0,4.174387269895637
949455,3881311,11211,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,3,11,44,2,0,0,0,0,0,0,0,0,1,0,95.0,4.553876891600541
1456565,1386519,10010,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,2,20,8,1,0,0,0,0,0,0,0,0,0,1,200.0,5.298317366548036
2318157,6781477,11221,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,28,37,3,0,0,0,0,0,1,0,0,0,0,95.0,4.553876891600541
672616,3411265,10024,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,5,0,3,1,0,0,0,0,0,0,0,0,0,1,195.0,5.272999558563747
4250746,22057975,11221,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,3,29,5,1,0,0,0,0,0,0,0,0,0,1,170.0,5.135798437050262
531208,2495836,11211,Loft,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,30,11,1,0,0,0,0,0,0,0,0,0,1,450.0,6.1092475827643655
1346501,3218639,10014,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,9,2,1,0,0,0,0,0,0,0,0,0,1,300.0,5.703782474656201
3457987,17426845,10003,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,30,4,1,0,0,0,0,0,0,0,0,1,0,369.0,5.910796644040527
560075,2753545,10016,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,30,12,3,0,0,0,0,0,0,0,0,0,1,118.0,4.770684624465665
3849812,5080439,10039,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,1,30,4,1,0,0,0,0,0,0,0,0,0,1,80.0,4.382026634673881
799319,838848,11205,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,30,30,1,0,0,0,0,0,0,0,0,1,0,133.0,4.890349128221754
335778,1708922,11222,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,0,6,1,0,0,0,0,0,0,0,0,0,1,169.0,5.1298987149230735
54486,255748,11233,House,Private room,1,2.0,1.0,1.0,Real Bed,2,5,54,3,0,0,0,0,0,0,0,0,1,0,50.0,3.912023005428146
729214,3787592,11222,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,5,16,5,1,0,0,0,0,0,0,0,0,0,1,142.0,4.955827057601261
4585985,8623519,11211,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,0,1,1,0,0,0,0,0,0,0,0,0,1,85.0,4.442651256490317
1198681,5424141,10027,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,7,28,3,1,0,0,0,0,0,0,0,0,0,1,125.0,4.8283137373023015
1313258,2454614,11211,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,3,30,33,1,0,0,0,0,0,0,0,0,0,1,85.0,4.442651256490317
1979502,10124527,10037,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,3,30,1,1,0,0,0,0,0,0,0,0,0,1,195.0,5.272999558563747
449680,1812871,10455,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,3,28,23,1,0,0,0,0,0,0,0,0,1,0,120.0,4.787491742782046
1960489,4087416,11249,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,10,32,8,0,0,0,0,0,0,0,1,0,0,100.0,4.605170185988092
1193712,6281034,11211,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,10,21,2,0,0,0,0,0,0,0,0,0,1,110.0,4.700480365792417
130640,643114,10026,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,21,2,1,0,0,0,0,0,0,0,0,0,1,117.0,4.762173934797756
2198554,11215365,11217,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,28,6,1,0,0,0,0,0,0,0,0,0,1,145.0,4.976733742420574
1655824,5942292,11216,Apartment,Entire home/apt,6,1.0,1.0,6.0,Real Bed,3,30,5,4,0,0,0,0,0,0,0,1,0,0,75.0,4.31748811353631
2907668,2971534,10016,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,24,16,4,0,0,0,0,0,0,0,0,0,1,445.0,6.09807428216624
16089,656594,10075,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,2,99,1,0,0,0,0,0,0,0,0,1,0,99.0,4.59511985013459
384058,1507558,10002,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,3,30,9,2,0,0,0,0,0,0,0,0,0,1,150.0,5.0106352940962555
221421,59172,10026,Dorm,Private room,2,2.0,1.0,1.0,Real Bed,7,30,11,5,0,0,0,0,0,0,0,1,0,0,85.0,4.442651256490317
2547067,7558447,10040,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,2,24,8,2,0,0,0,0,0,0,0,0,0,1,90.0,4.499809670330265
1964864,3029564,11215,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,0,3,1,0,0,0,0,0,0,0,0,1,0,110.0,4.700480365792417
4549951,23590420,11101,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,0,1,1,0,0,0,0,0,0,0,0,0,1,80.0,4.382026634673881
2192512,588270,11201,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,2,7,1,2,0,0,1,0,0,0,0,0,0,0,189.0,5.241747015059643
1806378,1929442,11238,Apartment,Entire home/apt,4,2.0,1.0,2.0,Real Bed,2,9,12,3,0,0,0,0,0,0,0,0,0,1,280.0,5.634789603169249
2248368,1819355,11374,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,1,30,18,1,0,0,0,0,0,0,0,0,0,1,65.0,4.174387269895637
485026,2400932,11215,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,29,17,2,0,0,0,0,0,0,0,0,0,1,70.0,4.248495242049359
583352,2423042,10009,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,21,0,5,1,0,0,0,0,0,0,0,0,0,1,120.0,4.787491742782046
1283569,6982832,10036,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,4,20,43,1,0,0,0,0,0,0,0,1,0,0,220.0,5.393627546352362
682122,3475005,11234,Apartment,Entire home/apt,5,1.0,1.0,2.0,Futon,2,20,76,2,0,0,0,0,0,0,0,0,1,0,84.0,4.430816798843313
2044189,10407636,11221,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,0,2,1,0,0,0,0,0,0,0,0,1,0,110.0,4.700480365792417
260635,1367354,10027,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,29,31,1,0,0,0,0,0,0,0,1,0,0,100.0,4.605170185988092
260672,1360296,11207,Apartment,Private room,4,2.0,1.0,1.0,Real Bed,5,0,28,3,0,0,0,0,0,0,0,0,0,1,45.0,3.8066624897703196
587740,2899508,10013,Loft,Entire home/apt,2,1.5,1.0,1.0,Real Bed,20,0,5,1,0,0,0,0,0,0,0,0,0,1,199.0,5.293304824724492
2686825,13753825,10014,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,1,21,3,1,0,0,0,0,0,0,0,0,1,0,160.0,5.075173815233827
602453,2316922,11215,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,4,23,11,1,0,0,0,0,0,0,0,0,0,1,85.0,4.442651256490317
1637821,573909,11206,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,5,14,48,1,0,0,0,0,0,0,0,0,1,0,70.0,4.248495242049359
445700,1684592,10013,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,16,29,1,0,0,0,0,0,0,0,0,0,1,170.0,5.135798437050262
4566308,62345,10019,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,2,30,2,2,0,0,0,0,0,1,0,0,0,0,108.0,4.68213122712422
1657110,8315861,10014,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,3,30,24,1,0,0,0,0,0,0,0,0,1,0,295.0,5.68697535633982
1355451,7356136,10032,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,5,30,11,1,0,0,0,0,0,0,0,0,0,1,125.0,4.8283137373023015
531091,1787284,11103,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,18,100,1,0,0,0,0,0,0,0,0,1,0,99.0,4.59511985013459
1864757,194918,10028,Apartment,Entire home/apt,8,2.0,3.0,4.0,Real Bed,3,29,6,1,0,0,0,0,0,0,0,1,0,0,550.0,6.309918278226516
209287,63394,10001,Apartment,Shared room,2,2.0,1.0,1.0,Real Bed,4,30,27,2,0,0,0,0,0,0,0,0,0,1,98.0,4.584967478670572
3415648,1216641,10014,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,4,3,1,0,0,0,0,0,0,0,0,0,1,189.0,5.241747015059643
3939974,10729258,10036,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,4,30,1,2,0,0,0,0,0,0,1,0,0,0,120.0,4.787491742782046
597650,2648341,10014,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,3,0,3,1,0,0,0,0,0,0,0,0,0,1,250.0,5.521460917862246
268549,1378790,10009,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,3,30,38,1,0,0,0,0,0,0,0,0,0,1,65.0,4.174387269895637
209380,1031630,10002,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,0,77,1,0,0,0,0,0,0,0,0,1,0,95.0,4.553876891600541
471845,2220859,11216,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,28,3,1,0,0,0,0,0,0,1,0,0,0,120.0,4.787491742782046
14374,2339,10009,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,3,21,72,2,0,0,0,0,0,0,0,0,1,0,270.0,5.598421958998375
596391,2948491,10011,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,4,30,10,1,0,0,0,0,0,0,0,1,0,0,219.0,5.389071729816501
4250876,10027131,11230,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,1,27,1,23,0,0,0,0,0,0,1,0,0,0,33.0,3.4965075614664802
4135645,19010261,10009,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,17,22,1,0,0,0,0,0,0,0,0,1,0,97.0,4.574710978503383
4334007,2470739,10003,Apartment,Entire home/apt,8,1.0,2.0,3.0,Real Bed,2,18,11,1,0,0,0,0,0,0,0,1,0,0,349.0,5.855071922202427
1546018,8238819,11222,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,16,26,1,0,0,0,0,0,0,0,0,1,0,83.0,4.418840607796598
1788553,6465636,11201,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,27,4,1,0,0,0,0,0,0,0,0,0,1,200.0,5.298317366548036
1301836,7068873,10012,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,1,1,6,1,0,0,0,0,0,0,0,1,0,0,220.0,5.393627546352362
855150,4467358,10012,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,24,42,1,0,0,0,0,0,0,0,0,0,1,275.0,5.616771097666572
585300,1267021,11372,House,Private room,6,1.0,1.0,2.0,Real Bed,3,30,4,5,0,0,0,0,0,0,0,0,0,1,79.0,4.3694478524670215
694066,2408226,10036,Apartment,Entire home/apt,4,1.0,3.0,3.0,Real Bed,1,28,58,1,0,0,0,0,0,0,0,1,0,0,250.0,5.521460917862246
871973,1040156,11221,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,30,6,2,0,0,0,0,0,0,0,0,1,0,70.0,4.248495242049359
4058949,7831209,10035,House,Private room,2,3.0,1.0,1.0,Real Bed,1,24,8,8,0,0,0,0,0,0,1,0,0,0,45.0,3.8066624897703196
272353,1425449,10016,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,30,60,1,0,0,0,0,0,0,0,0,0,1,199.0,5.293304824724492
255024,1340007,11237,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,1,20,42,2,0,0,0,0,0,0,0,0,0,1,220.0,5.393627546352362
2400642,12266406,11106,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,0,19,1,0,0,0,0,0,0,0,0,0,1,149.0,5.003946305945459
1865619,9727681,10011,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,3,2,4,1,0,0,0,0,0,0,0,0,0,1,850.0,6.745236349484363
1487222,1308282,11238,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,4,2,9,2,0,0,0,0,0,0,1,0,0,0,197.0,5.2832037287379885
41679,182119,10003,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,5,22,107,1,0,0,0,0,0,0,0,0,1,0,159.0,5.0689042022202315
3449264,17384869,10003,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,28,15,4,0,0,0,0,0,0,0,1,0,0,169.0,5.1298987149230735
592744,1581627,11211,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,6,0,5,1,0,0,0,0,0,0,0,0,0,1,225.0,5.41610040220442
2723179,13935516,11207,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,2,0,11,1,0,0,0,0,0,0,1,0,0,0,55.0,4.007333185232471
3673064,18013620,11105,Apartment,Entire home/apt,5,1.0,3.0,3.0,Real Bed,1,0,2,1,0,0,0,0,0,0,0,0,0,1,110.0,4.700480365792417
826307,4192794,10301,House,Private room,2,1.5,1.0,1.0,Real Bed,1,0,10,1,0,0,0,0,0,0,0,0,0,1,47.0,3.8501476017100584
790018,2156913,11106,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,3,30,2,13,0,0,0,0,0,0,0,0,0,1,85.0,4.442651256490317
1412552,7615095,11215,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,7,0,1,1,0,0,0,0,0,0,0,0,0,1,135.0,4.90527477843843
369411,179679,11211,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,3,86,2,0,0,0,0,0,0,1,0,0,0,100.0,4.605170185988092
3032641,15447043,10011,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,30,10,1,0,0,0,0,0,0,0,0,0,1,350.0,5.857933154483459
935695,4766097,11211,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,0,4,3,0,0,0,0,0,0,0,0,1,0,175.0,5.1647859739235145
2794532,1580862,11210,Apartment,Private room,5,1.0,1.0,3.0,Real Bed,3,4,2,4,0,0,0,0,0,0,0,0,1,0,135.0,4.90527477843843
647211,1855304,10026,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,30,38,1,0,0,0,0,0,0,0,0,1,0,120.0,4.787491742782046
894015,4622027,11233,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,2,19,45,1,0,0,0,0,0,0,0,0,0,1,139.0,4.9344739331306915
2242525,2311061,10009,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,20,7,1,0,0,0,0,0,0,0,0,0,1,120.0,4.787491742782046
1256707,6845428,10010,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,3,2,14,1,0,0,0,0,0,0,0,0,1,0,159.0,5.0689042022202315
4208639,2641222,11231,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,2,25,2,1,0,0,0,0,0,0,0,0,1,0,94.0,4.543294782270004
1027808,5655889,10009,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,2,29,11,1,0,0,0,0,0,0,0,0,0,1,299.0,5.700443573390687
2104149,7291745,10016,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,1,7,9,8,0,0,0,0,0,0,1,0,0,0,220.0,5.393627546352362
790031,2156913,11106,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,3,30,3,13,0,0,0,0,0,0,1,0,0,0,70.0,4.248495242049359
2729055,3539193,10065,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,30,3,1,0,0,0,0,0,0,0,0,1,0,250.0,5.521460917862246
660016,270064,11206,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,6,68,1,0,0,0,0,0,0,0,0,0,1,139.0,4.9344739331306915
3936745,266230,11217,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,21,12,1,0,0,0,0,0,0,0,0,1,0,159.0,5.0689042022202315
2855220,12192965,10013,Bed & Breakfast,Private room,6,1.0,1.0,3.0,Real Bed,3,29,7,1,0,0,0,0,0,0,0,1,0,0,175.0,5.1647859739235145
4293652,4605374,11372,House,Private room,2,1.0,1.0,3.0,Real Bed,2,25,1,1,0,0,0,0,0,0,0,0,0,1,85.0,4.442651256490317
3819635,19642845,11230,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,29,2,1,0,0,0,0,0,0,0,0,1,0,70.0,4.248495242049359
739458,818418,11237,Loft,Private room,4,1.0,1.0,2.0,Real Bed,3,28,44,2,0,0,0,0,0,0,0,0,1,0,85.0,4.442651256490317
1217046,645887,11211,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,3,26,19,1,0,0,0,0,0,0,0,0,0,1,225.0,5.41610040220442
3729268,16903170,10028,House,Entire home/apt,16,6.0,5.0,16.0,Real Bed,3,19,25,2,0,0,0,0,0,0,0,0,0,1,1250.0,7.1308988302963465
641090,3202222,10013,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,4,12,23,1,0,0,0,0,0,0,0,0,1,0,150.0,5.0106352940962555
1121206,5989637,10021,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,7,0,3,1,0,0,0,0,0,0,1,0,0,0,95.0,4.553876891600541
3939271,1145621,10010,Apartment,Entire home/apt,6,2.5,2.0,3.0,Real Bed,1,30,4,3,0,0,0,0,0,0,0,0,1,0,495.0,6.20455776256869
245504,714200,10040,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,4,25,89,1,0,0,0,0,0,0,0,0,0,1,69.0,4.23410650459726
3809433,888777,11213,Apartment,Shared room,3,1.0,1.0,2.0,Real Bed,1,28,4,1,0,0,0,0,0,0,0,0,1,0,60.0,4.0943445622221
2700211,8186353,10033,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,30,7,1,0,0,0,0,0,0,0,0,1,0,70.0,4.248495242049359
2091070,7357814,11233,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,16,30,1,0,0,0,0,0,0,0,0,1,0,50.0,3.912023005428146
1632416,8672793,10040,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,23,12,1,0,0,0,0,0,0,0,0,1,0,120.0,4.787491742782046
4226535,14543419,11216,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,0,3,1,0,0,0,0,0,0,0,0,1,0,110.0,4.700480365792417
